203.5,126.5
261.5,126.5
319,125.5
376.5,124.5
433.5,123.5
204.5,184
263,184.5
320,182.5
377,182
434.5,181
205.5,241
262.989,240.668
321.25,240.75
378,239
435.5,238
206.5,298
264,298
321.5,297
378.5,296
436,295
207.5,356
265,355
322,354
379.75,354.25
437,352
