203.5,126.5
261.25,126.75
319.25,125.75
376.75,125.25
434,124
204.75,184.75
262,183.5
319.75,183.25
377,182
435,181.5
205.75,242.25
263,241
320.75,240.25
378.25,239.75
435.5,239
206.75,299.25
264.25,298.75
321,297
379,297
436.5,296
207.25,356.75
265.25,355.75
322,354.5
380,354
437.75,353.75
